Age,Candidate,Criminal_Case,District,Education,Liabilities,Party,State,Total_Assets,Winner,Year
42,NOUSHAD,0,Trivandrum,Others,Rs 0,IND,KERALA,"Rs 2,84,000",No,2004
74,O RAJAGOPAL,0,Trivandrum,Graduate Professional,Rs 0,BJP,KERALA,"Rs 1,05,82,232",No,2004
43,V S SIVAKUMAR,0,Trivandrum,Post Graduate,"Rs 2,90,004",INC,KERALA,"Rs 19,82,109",No,2004
53,P. RAJENDRAN,0,Quilon,Post Graduate,"Rs 2,27,054",CPM,KERALA,"Rs 22,42,499",Yes,2004
48,ADV S PRAHALADAN,0,Quilon,Not Given,"Rs 93,359",BSP,KERALA,"Rs 12,11,000",No,2004
31,SALEEM VELIYANCODE,0,Ponnani,Others,Rs 0,IND,KERALA,Nil,No,2004
39,S. AJAYA KUMAR, 3 ,Ottapalam,12th Pass,"Rs 7,80,000",CPM,KERALA,"Rs 10,83,876",Yes,2004
30,K A THULASI,0,Ottapalam,Post Graduate,Rs 0,INC,KERALA,Nil,No,2004
27,K AJAYAN,0,Ottapalam,Others,Rs 0,IND,KERALA,"Rs 10,500",No,2004
68,LONAPPAN NAMBADAN,0,Mukundapuram,Others,Rs 0,CPM,KERALA,"Rs 19,30,115",Yes,2004
33,ADV T K MANOJ,0,Mukundapuram,Others,Rs 0,BSP,KERALA,"Rs 10,200",No,2004
64,D R PISHARODY,0,Mukundapuram,8th Pass,Rs 0,IND,KERALA,"Rs 9,20,000",No,2004
43,PADMAJA VENUGOPAL,0,Mukundapuram,Graduate,"Rs 66,19,497",INC,KERALA,"Rs 4,18,22,269",No,2004
65,C. K. CHANDRAPPAN,0,Trichur,Graduate,Rs 0,CPI,KERALA,"Rs 88,12,606",Yes,2004
67,A C JOSE,0,Trichur,Post Graduate,"Rs 6,84,351",INC,KERALA,"Rs 63,73,035",No,2004
53,P. C. THOMAS (PULLOLIL),0,Muvattupuzha,Graduate Professional,"Rs 12,32,410",IFDP,KERALA,"Rs 63,92,358",Yes,2004
53,ADV P C THOMAS (PEEDIAKKAL),0,Muvattupuzha,Others,"Rs 12,32,406",IND,KERALA,"Rs 57,92,358",No,2004
0,ADV P M ISMAIL, 2 ,Muvattupuzha,Graduate,Rs 0,CPM,KERALA,"Rs 18,24,407",No,2004
39,JOHNY MANI,0,Muvattupuzha,Post Graduate,Rs 0,IND,KERALA,"Rs 65,37,574",No,2004
57,ABDUL MAJEED MASTER,0,Trichur,Graduate,"Rs 43,550",IND,KERALA,"Rs 17,55,154",No,2004
63,P S SREERAMAN,0,Trichur,Others,"Rs 25,000",BJP,KERALA,"Rs 42,85,200",No,2004
28,JOSE JOSEPH,0,Muvattupuzha,Others,Rs 0,IND,KERALA,"Rs 17,32,173",No,2004
45,N. N. KRISHNADAS, 4 ,Palghat,Graduate,Rs 0,CPM,KERALA,"Rs 15,03,105",Yes,2004
50,C UDAI BHASKER,0,Palghat,Not Given,"Rs 2,14,38,399",BJP,KERALA,"Rs 4,05,39,000",No,2004
38,C. S. SUJATHA, 4 ,Mavelikara,Graduate Professional,"Rs 18,000",CPM,KERALA,"Rs 6,69,613",Yes,2004
33,ADV SAJI K CHERAMAN,0,Mavelikara,Others,Rs 0,BSP,KERALA,"Rs 67,194",No,2004
58,ADV V C ZACHARIAH,0,Mavelikara,Others,"Rs 1,360",SLAP,KERALA,"Rs 31,31,206",No,2004
55,DR K KISHOREKUMAR,0,Mavelikara,Doctorate,"Rs 1,30,000",IND,KERALA,"Rs 3,35,000",No,2004
47,RAMESH CHENNITHALA,0,Mavelikara,Graduate,"Rs 5,71,983",INC,KERALA,"Rs 25,71,215",No,2004
63,S KRISHNAKUMAR,0,Mavelikara,Graduate,"Rs 15,70,002",BJP,KERALA,"Rs 1,83,38,180",No,2004
48,K. SURESH KURUP,0,Kottayam,Graduate Professional,"Rs 9,93,202",CPM,KERALA,"Rs 18,18,560",Yes,2004
60,ADVOCATE JACOB JOHN,0,Kottayam,Graduate,Rs 0,BSP,KERALA,"Rs 5,00,000",No,2004
47,ANTO ANTONY,0,Kottayam,Graduate,Rs 0,INC,KERALA,"Rs 5,70,674",No,2004
39,B RADHAKRISHNA MENON,0,Kottayam,Others,"Rs 6,15,437",BJP,KERALA,"Rs 1,75,383",No,2004
66,T. K. HAMZA,0,Manjeri,Graduate Professional,"Rs 4,34,704",CPM,KERALA,"Rs 7,80,480",Yes,2004
59,P. KARUNAKARAN, 20 ,Kasaragod,Post Graduate,"Rs 10,330",CPM,KERALA,"Rs 51,90,249",Yes,2004
41,ADV V BALAKRISHNA SHETTY, 1 ,Kasaragod,Post Graduate,"Rs 24,372",BJP,KERALA,"Rs 33,72,885",No,2004
66,N A MOHAMMED,0,Kasaragod,10th Pass,Rs 0,INC,KERALA,"Rs 18,85,27,614",No,2004
33,P SIVANANDAN,0,Kasaragod,10th Pass,Rs 0,IND,KERALA,"Rs 10,395",No,2004
49,K. FRANCIS GEORGE, 1 ,Idukki,Graduate Professional,"Rs 78,919",KEC,KERALA,"Rs 1,14,17,962",Yes,2004
51,BENNY BEHANAN,0,Idukki,Graduate,"Rs 1,72,481",INC,KERALA,"Rs 29,57,408",No,2004
76,VARKALA RADHAKRISHNAN,0,Chirayinkil,Graduate Professional,Rs 0,CPM,KERALA,"Rs 7,56,621",Yes,2004
32,A ANSARI,0,Chirayinkil,10th Pass,Rs 0,IND,KERALA,"Rs 1,10,000",No,2004
42,ADVOCATE J R PADMAKUMAR, 1 ,Chirayinkil,Post Graduate,"Rs 3,28,960",BJP,KERALA,"Rs 24,75,683",No,2004
33,C K JANU,0,Idukki,Not Given,Rs 0,IND,KERALA,"Rs 18,250",No,2004
51,S T B MOHANDAS,0,Idukki,Graduate,"Rs 4,50,000",BJP,KERALA,"Rs 41,21,073",No,2004
38,VIJAYAN,0,Idukki,Others,"Rs 60,000",IND,KERALA,"Rs 2,22,000",No,2004
37,B PADMAKUMAR,0,Chirayinkil,10th Pass,Rs 0,IND,KERALA,"Rs 90,520",No,2004
41,DR P D RAJAN,0,Chirayinkil,Doctorate,Rs 0,BSP,KERALA,"Rs 4,45,146",No,2004
71,M B THANKAPPAN,0,Chirayinkil,Not Given,Rs 0,IND,KERALA,"Rs 61,308",No,2004
52,M I SHANAVAS,0,Chirayinkil,Post Graduate,"Rs 86,50,578",INC,KERALA,"Rs 1,07,51,553",No,2004
0,M MURALI KUMAR,0,Chirayinkil,10th Pass,Rs 0,IND,KERALA,"Rs 6,00,000",No,2004
49,P DEVARAJAN,0,Chirayinkil,8th Pass,Rs 0,IND,KERALA,Nil,No,2004
46,SANTHINAGAR SOMAN,0,Chirayinkil,Not Given,Rs 0,IND,KERALA,Nil,No,2004
57,SREENIVASA DAS,0,Chirayinkil,10th Pass,"Rs 17,50,000",IND,KERALA,"Rs 1,62,683",No,2004
66,M. P. VEERENDRA KUMAR,0,Calicut,Post Graduate,"Rs 46,54,480",JD(S),KERALA,"Rs 4,76,21,096",Yes,2004
0,A C VARKEY, 1 ,Calicut,Not Given,"Rs 21,530",IND,KERALA,"Rs 30,000",No,2004
69,A V K MOOSAD,0,Calicut,10th Pass,Rs 368,IND,KERALA,"Rs 6,16,403",No,2004
55,ADV V BALARAM,0,Calicut,Graduate Professional,"Rs 11,57,438",INC,KERALA,"Rs 46,05,641",No,2004
26,BABU KARIMPADY,0,Calicut,Not Given,Rs 0,IND,KERALA,Rs 500,No,2004
54,DR D SURENDRANATH,0,Calicut,Doctorate,Rs 0,IND,KERALA,"Rs 20,000",No,2004
34,K ARUNKUMAR,0,Calicut,Graduate,Rs 0,IND,KERALA,"Rs 88,95,000",No,2004
36,K BALARAM,0,Calicut,10th Pass,Rs 0,IND,KERALA,Rs 500,No,2004
39,K VEERENDRA KUMAR,0,Calicut,10th Pass,Rs 0,IND,KERALA,"Rs 1,000",No,2004
0,M P SHANTHIVARMA JAIN,0,Calicut,Not Given,Rs 0,IND,KERALA,"Rs 2,97,000",No,2004
32,M T RAMESH,0,Calicut,Graduate,Rs 0,BJP,KERALA,"Rs 8,750",No,2004
61,P BHARATHAN,0,Calicut,Not Given,Rs 0,BSP,KERALA,"Rs 1,20,000",No,2004
52,T K CHANDRAMATHI,0,Calicut,10th Pass,Rs 0,IND,KERALA,Rs 200,No,2004
56,DR. SEBASTIAN PAUL,0,Ernakulam,Doctorate,"Rs 7,64,304",IND,KERALA,"Rs 29,93,000",Yes,2004
32,ADV. T B MINI,0,Ernakulam,Post Graduate,Rs 0,IND,KERALA,"Rs 2,60,900",No,2004
46,DR EDWARD EDEZHATH,0,Ernakulam,Post Graduate,Rs 0,INC,KERALA,"Rs 16,31,540",No,2004
66,MUNAMBAM HAMZA,0,Ernakulam,Literate,Rs 0,JD(U),KERALA,"Rs 13,000",No,2004
37,NAUSHAD MATHER,0,Ernakulam,Not Given,Rs 0,IND,KERALA,"Rs 4,26,400",No,2004
0,O G THANKAPPAN,0,Ernakulam,Not Given,Rs 0,BJP,KERALA,"Rs 6,200",No,2004
52,P S GANGADHARAN,0,Ernakulam,10th Pass,Rs 0,IND,KERALA,"Rs 82,244",No,2004
68,T E THOMAS, 1 ,Ernakulam,Others,"Rs 6,00,000",IND,KERALA,"Rs 57,44,500",No,2004
38,THANKAPPAN,0,Ernakulam,10th Pass,"Rs 50,000",IND,KERALA,"Rs 6,200",No,2004
47,P. SATHEEDEVI, 1 ,Badagara,Graduate Professional,Rs 0,CPM,KERALA,"Rs 13,31,000",Yes,2004
40,DR K N AJOYKUMAR,0,Badagara,Post Graduate,"Rs 12,230",IND,KERALA,"Rs 4,05,000",No,2004
47,K P SREESAN,0,Badagara,Graduate,Rs 0,BJP,KERALA,"Rs 4,88,622",No,2004
43,K T KUNHIKANNAN, 1 ,Badagara,Not Given,Rs 0,IND,KERALA,"Rs 2,00,000",No,2004
65,KALANDAN HAJE T K,0,Badagara,Not Given,Rs 0,IND,KERALA,Nil,No,2004
61,M T PADMA, 1 ,Badagara,Post Graduate,Rs 0,INC,KERALA,"Rs 38,32,806",No,2004
36,CHENGARA SURENDRAN,0,Adoor,Graduate,"Rs 41,438",CPI,KERALA,"Rs 6,274",Yes,2004
34,ACHANKOVIL RAJAN,0,Adoor,12th Pass,Rs 0,BSP,KERALA,"Rs 20,000",No,2004
0,KODIKUNNIL SURESH,0,Adoor,Not Given,Rs 0,INC,KERALA,"Rs 15,44,408",No,2004
55,GEORGE NJAVARAKKATTU, 1 ,Cannanore,Not Given,"Rs 10,000",IND,KERALA,"Rs 2,53,000",No,2004
43,M RAMACHANDRAN,0,Cannanore,Not Given,"Rs 7,000",IND,KERALA,"Rs 2,68,000",No,2004
60,MULLAPPALLY RAMACHANDRAN,0,Cannanore,Post Graduate,Rs 0,INC,KERALA,"Rs 30,05,122",No,2004
39,DR. K. S. MANOJ,0,Alleppey,Doctorate,"Rs 54,317",CPM,KERALA,"Rs 8,00,231",Yes,2004
59,ADVOCATE V PADMANABHAN,0,Alleppey,Post Graduate,"Rs 12,000",BJP,KERALA,"Rs 10,60,214",No,2004
0,P K REMANAN,0,Adoor,Graduate,Rs 0,IND,KERALA,"Rs 6,501",No,2004
52,P M VELAYUDHAN, 1 ,Adoor,10th Pass,"Rs 2,53,301",BJP,KERALA,"Rs 1,43,032",No,2004
33,SOMAN PAMPAYIKODE,0,Adoor,Others,Rs 0,RLD,KERALA,"Rs 20,000",No,2004
52,O K VASU MASTER, 1 ,Cannanore,10th Pass,"Rs 1,52,510",BJP,KERALA,"Rs 9,80,810",No,2004
57,PALLIPRAM PRABHAKARAN,0,Cannanore,Literate,"Rs 25,012",IND,KERALA,"Rs 59,410",No,2004
53,SATHEESH KUMAR PAMBAN,0,Cannanore,Not Given,"Rs 5,03,708",IND,KERALA,"Rs 5,34,547",No,2004
36,SREERAMAN KOYYON, 1 ,Cannanore,Not Given,"Rs 1,18,000",IND,KERALA,"Rs 1,76,252",No,2004
64,MANORAMA MADHWARAJ,0,Udupi,Graduate,"Rs 27,00,000",BJP,KARNATAKA,"Rs 1,37,51,985",Yes,2004
41,OSWALD FERNANDIS,0,Udupi,Literate,Rs 0,KNDP,KARNATAKA,"Rs 1,34,000",No,2004
60,TARANATHA SHETTY KODAVOOR,0,Udupi,Graduate,"Rs 1,10,000",JD(S),KARNATAKA,"Rs 15,90,000",No,2004
58,KURIAN,0,Alleppey,Not Given,"Rs 8,600",JD(U),KERALA,"Rs 9,04,453",No,2004
36,PARTHASARATHY VARMA,0,Alleppey,Not Given,Rs 0,IND,KERALA,Nil,No,2004
28,THEKKUMBATH ABDULLA,0,Cannanore,Not Given,Rs 0,IND,KERALA,"Rs 6,10,920",No,2004
56,THOMAS MANNAKUZHI,0,Cannanore,10th Pass,"Rs 50,000",IND,KERALA,"Rs 7,666",No,2004
49,VINAYA KUMAR SORAKE,0,Udupi,Post Graduate,"Rs 1,00,000",INC,KARNATAKA,"Rs 61,10,000",No,2004
53,T A KRISHNANKUTTY,0,Alleppey,Not Given,Rs 0,IND,KERALA,Nil,No,2004
57,V I BOSE,0,Alleppey,10th Pass,Rs 0,IND,KERALA,"Rs 1,40,298",No,2004
0,V M SUDHEERAN,0,Alleppey,Not Given,"Rs 1,70,000",INC,KERALA,"Rs 18,96,540",No,2004
33,V S SUDHEERAN,0,Alleppey,10th Pass,Rs 0,IND,KERALA,"Rs 41,800",No,2004
71,S. BANGARAPPA, 2 ,Shimoga,Graduate,"Rs 82,98,000",BJP,KARNATAKA,"Rs 3,33,02,318",Yes,2004
54,D M CHANDRAPPA,0,Shimoga,Not Given,"Rs 5,00,000",KNDP,KARNATAKA,"Rs 33,32,500",No,2004
72,G MADAPPA,0,Shimoga,Graduate,Rs 0,JD(S),KARNATAKA,"Rs 38,95,250",No,2004
55,S DODDANNA,0,Shimoga,10th Pass,Rs 0,JP,KARNATAKA,"Rs 15,07,750",No,2004
56,SACHIDEVI,0,Shimoga,10th Pass,Rs 0,IND,KARNATAKA,"Rs 12,45,000",No,2004
48,C. H. VIJAYASHANKAR,0,Mysore,Graduate Professional,"Rs 21,750",BJP,KARNATAKA,"Rs 2,63,999",Yes,2004
63,A S GURUSWAMY,0,Mysore,Post Graduate,"Rs 1,20,000",JD(S),KARNATAKA,"Rs 69,95,093",No,2004
55,KALIMULLA KHAN, 1 ,Mysore,10th Pass,"Rs 11,50,000",KNDP,KARNATAKA,"Rs 25,50,000",No,2004
36,P N SRINATH,0,Mysore,Graduate,Rs 0,IND,KARNATAKA,"Rs 37,000",No,2004
51,SRIKANTADATTA NARASIMHARAJA WADIYAR,0,Mysore,Post Graduate,Rs 0,INC,KARNATAKA,"Rs 15,22,45,53,998",No,2004
51,D. V. SADANANDA GOWDA,0,Mangalore,Graduate Professional,"Rs 9,68,423",BJP,KARNATAKA,"Rs 46,39,359",Yes,2004
69,A K SUBBAIAH,0,Mangalore,Graduate,"Rs 10,00,000",JD(S),KARNATAKA,"Rs 81,50,000",No,2004
64,M VEERAPPA MOILY,0,Mangalore,Graduate,"Rs 2,93,332",INC,KARNATAKA,"Rs 54,71,257",No,2004
33,ROHIT KUMAR JOSHI,0,Mangalore,Literate,Rs 0,KNDP,KARNATAKA,"Rs 3,60,000",No,2004
57,K.H. MUNIYAPPA,0,Kolar,Graduate,"Rs 3,97,195",INC,KARNATAKA,"Rs 61,87,039",Yes,2004
44,BALAJI CHANNAIAH,0,Kolar,Graduate,Rs 0,JP,KARNATAKA,"Rs 17,13,000",No,2004
62,K. VIRUPAXAPPA,0,Koppal,10th Pass,"Rs 10,46,888",INC,KARNATAKA,"Rs 52,30,246",Yes,2004
51,ABEED HUSSAIN,0,Koppal,10th Pass,Rs 0,KNDP,KARNATAKA,"Rs 14,80,000",No,2004
63,AGADI VIRUPAXAPPA SANGANNA,0,Koppal,Graduate,"Rs 5,02,053",JD(S),KARNATAKA,"Rs 32,90,000",No,2004
60,GANGADHARAPPA S L,0,Kolar,Graduate Professional,"Rs 1,08,528",JD(S),KARNATAKA,"Rs 64,54,942",No,2004
31,RAVI KUMAR M,0,Kolar,10th Pass,Rs 0,IND,KARNATAKA,"Rs 4,03,200",No,2004
36,SREENIVASAPPA B N,0,Kolar,Post Graduate,"Rs 2,000",IND,KARNATAKA,"Rs 2,71,000",No,2004
63,GIRIJA SHANKARA PATIL,0,Koppal,Graduate,Rs 0,JP,KARNATAKA,"Rs 24,17,000",No,2004
49,NAGAPPA BHEEMAPPA SALONI,0,Koppal,Literate,Rs 0,BJP,KARNATAKA,"Rs 30,16,445",No,2004
33,PUJAR D H,0,Koppal,5th Pass,"Rs 25,000",IND,KARNATAKA,"Rs 36,000",No,2004
32,SURESHA N,0,Kolar,12th Pass,"Rs 50,000",KNDP,KARNATAKA,"Rs 7,04,000",No,2004
58,VEERAIAH D S,0,Kolar,Post Graduate,"Rs 6,54,783",BJP,KARNATAKA,"Rs 75,30,100",No,2004
74,S. MALLIKARJUNAIAH,0,Tumkur,Post Graduate,"Rs 40,000",BJP,KARNATAKA,"Rs 90,90,000",Yes,2004
63,BASAVARAJ G S,0,Tumkur,Post Graduate,"Rs 5,29,441",INC,KARNATAKA,"Rs 2,17,61,111",No,2004
39,CHOUDHARI VEER SINGH,0,Tumkur,12th Pass,"Rs 4,08,150",SP,KARNATAKA,"Rs 3,13,800",No,2004
48,JAGADEESH D L,0,Tumkur,Post Graduate,Rs 0,JD(S),KARNATAKA,"Rs 44,53,895",No,2004
0,PAVAGADA SREERAM,0,Tumkur,Not Given,Rs 0,IND,KARNATAKA,Nil,No,2004
66,A.VENKATESH NAIK,0,Raichur,12th Pass,"Rs 4,47,987",INC,KARNATAKA,"Rs 56,15,514",Yes,2004
28,BASAVALINGAPPA B,0,Raichur,12th Pass,"Rs 48,274",IND,KARNATAKA,"Rs 4,63,000",No,2004
53,KALLUR SURESHREDDY,0,Raichur,Graduate,Rs 0,BJP,KARNATAKA,"Rs 7,35,000",No,2004
53,RAJA MADANGOPAL NAYAK,0,Raichur,Graduate,"Rs 4,00,000",JD(S),KARNATAKA,"Rs 82,77,000",No,2004
53,AMBAREESH M. H.,0,Mandya,Not Given,"Rs 3,21,600",INC,KARNATAKA,"Rs 73,94,819",Yes,2004
65,DR. S RAMEGOWDA,0,Mandya,Doctorate,"Rs 7,65,000",JD(S),KARNATAKA,"Rs 1,18,27,740",No,2004
34,ANANTHKUMAR HEGDE, 3 ,Kanara,12th Pass,"Rs 1,34,01,653",BJP,KARNATAKA,"Rs 12,06,000",Yes,2004
70,AJEYA MADHAV SHANBHAG,0,Kanara,Graduate,Rs 0,IND,KARNATAKA,"Rs 5,00,200",No,2004
62,ALVA MARGARET,0,Kanara,Graduate,"Rs 63,000",INC,KARNATAKA,"Rs 89,30,000",No,2004
56,DEVARAYA NAIK G,0,Kanara,Graduate,"Rs 2,30,670",JD(S),KARNATAKA,"Rs 42,48,000",No,2004
45,JAYANT MUKUND TINAIKAR, 3 ,Kanara,10th Pass,"Rs 11,01,000",KNDP,KARNATAKA,"Rs 8,81,600",No,2004
34,MUTAGUPPI LAXMESH PUTTA,0,Kanara,Post Graduate,"Rs 35,000",IND,KARNATAKA,"Rs 50,000",No,2004
37,TEJASHWINI SEE RAMESH,0,Kanakapura,Post Graduate,Rs 0,INC,KARNATAKA,"Rs 11,60,000",Yes,2004
71,DEVEGOWDA H D,0,Kanakapura,Graduate,"Rs 35,82,262",JD(S),KARNATAKA,"Rs 1,14,39,574",No,2004
59,MUNIRAMAIAH,0,Kanakapura,Post Graduate,Rs 0,IND,KARNATAKA,"Rs 44,25,000",No,2004
65,RAMACHANDRA GOWDA, 2 ,Kanakapura,Graduate,"Rs 13,54,821",BJP,KARNATAKA,"Rs 1,22,87,895",No,2004
49,KUNNUR MANJUNATH CHANNAPPA,0,Dharwad South,Post Graduate,"Rs 7,30,000",BJP,KARNATAKA,"Rs 1,28,62,400",Yes,2004
33,DR. SYED ROSHAN MULLA,0,Dharwad South,Post Graduate,Rs 0,BSP,KARNATAKA,Nil,No,2004
46,HOSAMANI MOHAMED HANEEF MEERASAB,0,Dharwad South,Not Given,"Rs 27,000",IND,KARNATAKA,"Rs 3,10,000",No,2004
58,PATIL SHIDDANAGOUDA SIDDALINGAPPA GOUDA,0,Dharwad South,Literate,"Rs 1,26,000",KNDP,KARNATAKA,"Rs 6,70,000",No,2004
59,IQBAL AHMED SARADGI,0,Gulbarga,Graduate Professional,Rs 0,INC,KARNATAKA,"Rs 1,14,51,875",Yes,2004
59,ARUN KUMAR CHANDRASHEKARA PATIL,0,Gulbarga,Graduate,Rs 0,KNDP,KARNATAKA,"Rs 68,13,645",No,2004
65,BASAWANTH RAO REVANSIDDAPPA SHEELWANTH,0,Gulbarga,Post Graduate,Rs 0,AIFB,KARNATAKA,"Rs 4,02,000",No,2004
60,BASAWARAJ PATIL SEDAM,0,Gulbarga,Graduate,Rs 0,BJP,KARNATAKA,"Rs 9,29,520",No,2004
40,BHAGAVANREDDY B,0,Gulbarga,Graduate,Rs 0,IND,KARNATAKA,"Rs 2,45,000",No,2004
39,PREMA SANGANABASANAGOUDA PATIL,0,Dharwad South,Graduate,"Rs 3,21,940",JD(S),KARNATAKA,"Rs 16,51,633",No,2004
68,PROF. I G SANADI,0,Dharwad South,Post Graduate,Rs 0,INC,KARNATAKA,"Rs 34,58,237",No,2004
60,HAMID PASHA SARMAST,0,Gulbarga,Literate,Rs 0,Muslim League Kerala State Committee,KARNATAKA,"Rs 6,000",No,2004
28,SANDESH C BANDAK,0,Gulbarga,Graduate,Rs 0,USYP,KARNATAKA,Nil,No,2004
25,SANGANNA,0,Gulbarga,Post Graduate,Rs 0,IND,KARNATAKA,Nil,No,2004
32,SURYAKANT NIMBALKAR,0,Gulbarga,Graduate,Rs 0,BSP,KARNATAKA,Nil,No,2004
42,PRALHAD JOSHI, 4 ,Dharwad North,Graduate,"Rs 3,25,87,745",BJP,KARNATAKA,"Rs 77,60,188",Yes,2004
60,B S PATIL,0,Dharwad North,Graduate,"Rs 12,95,387",INC,KARNATAKA,"Rs 4,93,76,141",No,2004
40,BAKKAI LAXMAN CHANDRAPPA,0,Dharwad North,Post Graduate,Rs 0,BSP,KARNATAKA,"Rs 30,000",No,2004
58,JAGADGURU MATE MAHADEVI,0,Dharwad North,Not Given,Rs 0,KNDP,KARNATAKA,"Rs 25,54,624",No,2004
71,H. D. DEVEGOWDA,0,Hassan,Others,"Rs 35,82,261",JD(S),KARNATAKA,"Rs 1,14,39,574",Yes,2004
47,AIJAZ AHMED FAROOQUI,0,Hassan,12th Pass,"Rs 2,00,000",BSP,KARNATAKA,"Rs 2,35,000",No,2004
78,H C SRIKANTAIAH  ALIAS ANNAIAH,0,Hassan,Not Given,Rs 0,INC,KARNATAKA,"Rs 9,75,20,408",No,2004
38,UMESH HAVANOOR,0,Gulbarga,Graduate,Rs 0,SP,KARNATAKA,Nil,No,2004
51,VITHAL HEROOR,0,Gulbarga,Post Graduate,"Rs 2,00,000",JD(S),KARNATAKA,"Rs 25,75,000",No,2004
72,PROF. ASHOK BADIGER,0,Dharwad North,Post Graduate,"Rs 12,000",SP,KARNATAKA,"Rs 45,600",No,2004
50,SHAGOTI CHIKKAPPA NINGAPPA,0,Dharwad North,Graduate,"Rs 1,59,535",JD(S),KARNATAKA,"Rs 49,67,500",No,2004
69,H N NANJEGOWDA,0,Hassan,Post Graduate,"Rs 4,69,342",JD(U),KARNATAKA,"Rs 2,23,90,000",No,2004
48,KOVIBABANNA,0,Hassan,Not Given,Rs 0,IND,KARNATAKA,"Rs 11,00,000",No,2004
37,SIDDESH GOWDA,0,Hassan,Post Graduate,"Rs 2,000",KNDP,KARNATAKA,"Rs 33,50,000",No,2004
76,D. C. SRIKANTAPPA,0,Chikmagalur,10th Pass,Rs 0,BJP,KARNATAKA,"Rs 60,69,785",Yes,2004
51,B L SHANKAR,0,Chikmagalur,Doctorate,"Rs 78,70,595",INC,KARNATAKA,"Rs 6,75,56,843",No,2004
35,B RUDRAIAH,0,Chikmagalur,Graduate,"Rs 50,000",IND,KARNATAKA,"Rs 53,000",No,2004
57,D K THARADEVI SIDDHARTHA,0,Chikmagalur,Graduate,"Rs 21,06,186",JD(S),KARNATAKA,"Rs 99,57,924",No,2004
81,H B SRIKANTA MURTHY,0,Chikmagalur,10th Pass,Rs 0,IND,KARNATAKA,"Rs 40,08,000",No,2004
33,S UMESHKUMAR,0,Chikmagalur,Graduate,Rs 0,KNDP,KARNATAKA,"Rs 19,50,000",No,2004
42,U BABU MOGERA,0,Chikmagalur,Not Given,"Rs 3,37,000",IND,KARNATAKA,"Rs 3,85,000",No,2004
52,G.M. SIDDESWARA,0,Davangere,10th Pass,Rs 0,BJP,KARNATAKA,"Rs 5,02,82,989",Yes,2004
83,CHANNAIAH ODEYAR,0,Davangere,Post Graduate,Rs 0,JD(S),KARNATAKA,"Rs 6,70,000",No,2004
51,DR SRIDHARA UDUPA,0,Davangere,Doctorate,Rs 0,IND,KARNATAKA,"Rs 12,16,579",No,2004
40,MADAPPA R,0,Davangere,Literate,Rs 0,IND,KARNATAKA,"Rs 70,000",No,2004
36,MALLIKARJUN S S,0,Davangere,Graduate,"Rs 1,90,43,113",INC,KARNATAKA,"Rs 21,06,93,494",No,2004
34,MALLIKARJUNA SWAMY T M,0,Davangere,Graduate,Rs 0,IND,KARNATAKA,Nil,No,2004
52,JIGAJINAGI RAMESH CHANDAPPA,0,Chikkodi,Graduate,"Rs 75,000",BJP,KARNATAKA,"Rs 54,80,600",Yes,2004
57,AVINASH DATTA KATTI,0,Chikkodi,Post Graduate,Rs 0,IND,KARNATAKA,"Rs 11,04,000",No,2004
63,CHANDRAKANT RANOJI VINAYAK,0,Chikkodi,Graduate,"Rs 30,000",KNDP,KARNATAKA,"Rs 45,26,500",No,2004
43,GHATAGE S B,0,Chikkodi,Literate,"Rs 38,76,000",INC,KARNATAKA,"Rs 2,47,68,000",No,2004
61,KHOKATE SHIVABAL RAMACHANDRA,0,Chikkodi,Graduate,Rs 0,JD(S),KARNATAKA,"Rs 59,12,077",No,2004
46,M GOPINATH,0,Chikkodi,Post Graduate,"Rs 30,000",BSP,KARNATAKA,"Rs 44,335",No,2004
77,R.L. JALAPPA,0,Chikballapur,Graduate,"Rs 1,05,000",INC,KARNATAKA,"Rs 4,02,39,308",Yes,2004
47,ASHOK KRISHNAPPA, 1 ,Chikballapur,Not Given,Rs 0,JD(U),KARNATAKA,"Rs 52,56,000",No,2004
48,NARAYANA SWAMY D N ( KWALITY),0,Chikballapur,Not Given,"Rs 6,00,000",KNDP,KARNATAKA,"Rs 12,05,000",No,2004
38,SHASHI KUMAR,0,Chikballapur,Graduate,"Rs 4,92,000",JD(S),KARNATAKA,"Rs 11,10,000",No,2004
64,N.Y. HANUMANTHAPPA,0,Chitradurga,Post Graduate,Rs 0,INC,KARNATAKA,"Rs 62,50,000",Yes,2004
64,KODANDARAMAIAH P,0,Chitradurga,Post Graduate,"Rs 2,62,878",JD(S),KARNATAKA,"Rs 2,02,23,048",No,2004
50,KRISHNAPPA,0,Chitradurga,12th Pass,Rs 0,RJD,KARNATAKA,Nil,No,2004
41,BASANAGOUDA R PATIL(YATNAL), 2 ,Bijapur,Graduate,"Rs 12,00,000",BJP,KARNATAKA,"Rs 56,03,503",Yes,2004
74,BASANAGOUDA SOMANAGOUDA PATIL (MANAGULI),0,Bijapur,10th Pass,"Rs 1,24,000",INC,KARNATAKA,"Rs 58,25,000",No,2004
55,KHED NINGAPPA SIDDAPPA,0,Bijapur,Graduate,"Rs 65,00,000",JD(S),KARNATAKA,"Rs 2,73,20,000",No,2004
34,SURESH D R,0,Chikballapur,Others,Rs 0,IND,KARNATAKA,Nil,No,2004
58,VEERAPPA,0,Chikballapur,10th Pass,Rs 0,IND,KARNATAKA,"Rs 14,00,000",No,2004
